listingType,sellingState,hoursToSale,totalSale,releaseYear,processorSpeed,Cores,Memory,storageType
FixedPrice,EndedWithSales,9,279.85,2012,2.5,2,4,1
FixedPrice,EndedWithSales,45,280.65,2014,1.4,2,4,1
Auction,EndedWithSales,168,266.05,2014,2.6,2,8,1
Auction,EndedWithSales,120,410,2014,1.4,2,4,1
FixedPrice,EndedWithSales,3319.4,400,2014,2.6,2,8,1
Auction,EndedWithSales,120,400,2014,1.4,2,4,1
Auction,EndedWithSales,101.9,209.2,2012,2.5,2,8,2
StoreInventory,EndedWithSales,82.6,198.14,2014,1.4,2,4,1
StoreInventory,EndedWithSales,924.7,1185,2018,3,4,32,2
Auction,EndedWithSales,240,331.07,2014,2.6,2,16,1
Auction,EndedWithSales,168,222.5,2014,2.5,2,4,1
StoreInventory,EndedWithSales,295.1,1100,2018,3,4,16,2
FixedPrice,EndedWithSales,35,285,2014,2.6,2,8,1
Auction,EndedWithSales,168,215.63,2014,2.6,2,8,1
Auction,EndedWithSales,168,180.5,2014,2.5,2,4,1
FixedPrice,EndedWithSales,52.8,489.99,2012,2.3,4,16,2
FixedPrice,EndedWithSales,11.8,250,2014,1.4,2,4,1
Auction,EndedWithSales,168,242.55,2014,2.6,2,8,1
Auction,EndedWithSales,120,245.5,2014,2.6,2,8,1
FixedPrice,EndedWithSales,18.4,198.13,2014,1.4,2,4,1
StoreInventory,EndedWithSales,63.8,234,2014,1.4,2,4,1
Auction,EndedWithSales,1.7,525,2014,3,2,4,1
FixedPrice,EndedWithSales,109.9,1113.95,2018,3,4,32,2
Auction,EndedWithSales,72,542.17,2018,3.6,4,8,2
FixedPrice,EndedWithSales,64,250,2014,1.4,2,4,1
Auction,EndedWithSales,120,680,2018,3.6,4,8,2
Auction,EndedWithSales,120,263.64,2012,2.5,2,16,1
Auction,EndedWithSales,240,670,2014,3,2,16,3
Auction,EndedWithSales,168,621.21,2018,3.6,4,8,2
Auction,EndedWithSales,168,299.84,2012,2.5,2,16,3
Auction,EndedWithSales,240,592.01,2014,3,2,16,3
Auction,EndedWithSales,168,280.7,2014,2.6,2,8,1
Auction,EndedWithSales,168,192.15,2014,2.5,2,4,1
FixedPrice,EndedWithSales,194.5,1100,2018,3,4,32,2
Auction,EndedWithSales,240,86.05,2014,2.5,2,4,1
Auction,EndedWithSales,168,157.7,2014,2.5,2,4,1
FixedPrice,EndedWithSales,24.2,1450,2018,3.2,4,32,2
FixedPrice,EndedWithSales,86.3,240.05,2014,1.4,2,4,1
FixedPrice,EndedWithSales,186.6,450,2012,2.3,4,16,1
Auction,EndedWithSales,120,404,2014,1.4,2,4,1
FixedPrice,EndedWithSales,175.8,309.33,2012,2.5,2,8,2
FixedPrice,EndedWithSales,145.3,260.54,2014,1.4,2,4,1
FixedPrice,EndedWithSales,0.3,269.2,2014,2.6,2,8,1
Auction,EndedWithSales,168,241.2,2014,1.4,2,4,1
Auction,EndedWithSales,2.1,361.95,2012,2.3,4,16,1
StoreInventory,EndedWithSales,98.5,1485,2018,3.2,4,32,2
Auction,EndedWithSales,240,222.15,2014,1.4,2,4,1
Auction,EndedWithSales,168,176.45,2014,1.4,2,4,1
StoreInventory,EndedWithSales,1029.1,349.99,2014,1.4,2,4,1
Auction,EndedWithSales,168,315,2014,2.6,2,8,1
Auction,EndedWithSales,168,406.75,2012,2.6,4,16,2
StoreInventory,EndedWithSales,4,369,2014,2.6,2,8,1
Auction,EndedWithSales,149.1,337,2014,2.6,2,8,1
FixedPrice,EndedWithSales,0.3,764.4,2018,3,4,8,2
FixedPrice,EndedWithSales,0.1,623.09,2018,3.6,4,8,2
Auction,EndedWithSales,120,193.35,2012,2.5,2,8,1
Auction,EndedWithSales,168,174.4,2014,2.5,2,4,1
Auction,EndedWithSales,120,170,2012,2.5,2,4,1
FixedPrice,EndedWithSales,1.9,350,2014,2.5,2,4,1
Auction,EndedWithSales,168,222.5,2014,2.5,2,4,1
FixedPrice,EndedWithSales,13.7,250,2014,1.4,2,4,1
FixedPrice,EndedWithSales,0.4,237.25,2012,2.3,4,8,1
Auction,EndedWithSales,120,395,2014,1.4,2,4,1
FixedPrice,EndedWithSales,28.6,307.93,2014,2.6,2,8,1
Auction,EndedWithSales,120,385,2014,1.4,2,4,1
Auction,EndedWithSales,168,999,2018,3,4,16,2
Auction,EndedWithSales,0.4,418,2018,3.6,4,8,2
FixedPrice,EndedWithSales,12.5,595,2012,2.5,2,16,2
StoreInventory,EndedWithSales,355.1,647,2012,2.3,4,16,2
Auction,EndedWithSales,120,265,2012,2.5,2,8,3
StoreInventory,EndedWithSales,0.2,2397.5,2014,1.4,2,4,1
StoreInventory,EndedWithSales,19,2397.5,2014,1.4,2,4,1
FixedPrice,EndedWithSales,22.5,209,2014,2.5,2,4,1
StoreInventory,EndedWithSales,354,795,2014,3,2,16,2
FixedPrice,EndedWithSales,275.5,235.64,2012,2.5,2,4,1
Auction,EndedWithSales,168,629.17,2018,3.6,4,8,2
FixedPrice,EndedWithSales,424.1,690.2,2018,3.6,4,8,2
FixedPrice,EndedWithSales,7.6,299.99,2014,2.6,2,8,2
FixedPrice,EndedWithSales,1089.8,215,2014,2.5,2,4,1
Auction,EndedWithSales,168,310.05,2014,2.5,2,4,1
Auction,EndedWithSales,120,414,2014,1.4,2,4,1
FixedPrice,EndedWithSales,68.2,250,2014,1.4,2,4,1
FixedPrice,EndedWithSales,37.8,229,2014,2.5,2,4,1
StoreInventory,EndedWithSales,4.7,1599,2018,3.2,4,32,2
FixedPrice,EndedWithSales,741.7,1210.55,2018,3.2,4,16,2
StoreInventory,EndedWithSales,29.9,380,2012,2.3,4,16,2
FixedPrice,EndedWithoutSales,383.2,714,2014,2.8,2,8,1
StoreInventory,EndedWithSales,618.4,694,2014,3,2,16,2
FixedPrice,EndedWithSales,110.2,599.99,2018,3.6,4,8,2
StoreInventory,EndedWithSales,691.3,807.5,2018,3.6,4,16,2
FixedPrice,EndedWithSales,18.7,210,2014,1.4,2,4,1
FixedPrice,EndedWithSales,710.9,1115.05,2018,3,4,16,2
StoreInventory,EndedWithSales,109.4,1410.75,2018,3.2,4,64,2
StoreInventory,EndedWithSales,14.8,290.04,2014,2.6,2,8,1
Auction,EndedWithSales,120,245.2,2014,1.4,2,4,1
Auction,EndedWithSales,120,417,2014,1.4,2,4,1
Auction,EndedWithSales,0,799,2018,3,4,8,2
FixedPrice,EndedWithSales,190.4,318,2014,2.6,2,8,1
Auction,EndedWithSales,168,278.01,2014,2.6,2,8,1
Auction,EndedWithSales,168,262,2012,2.5,2,4,2
Auction,EndedWithSales,167.9,319,2014,2.6,2,8,2
FixedPrice,EndedWithSales,512.5,211.55,2014,2.5,2,4,1
FixedPrice,EndedWithSales,554.1,415,2014,2.6,2,8,1
Auction,EndedWithSales,168,324,2012,2.3,4,16,1
Auction,EndedWithSales,168,174.75,2012,2.5,2,4,1
Auction,EndedWithSales,120,417,2014,1.4,2,4,1
FixedPrice,EndedWithSales,45.7,450,2012,2.3,4,4,2
FixedPrice,EndedWithSales,174.7,229.99,2012,2.5,2,4,1
StoreInventory,EndedWithSales,478.7,684,2018,3.6,4,8,2
FixedPrice,EndedWithSales,3.2,449,2014,2.6,2,16,1
StoreInventory,EndedWithSales,90.3,1685,2018,3.2,4,64,2
FixedPrice,EndedWithSales,6260.6,413.4,2012,2.3,4,4,1
StoreInventory,EndedWithSales,208.7,899,2018,3.6,4,32,2
Auction,EndedWithSales,72,1272,2018,3.2,4,8,2
FixedPrice,EndedWithSales,38,882,2018,3,4,8,2
Auction,EndedWithSales,3.3,60.55,2014,1.4,2,16,1
FixedPrice,EndedWithSales,173.3,272.15,2012,2.5,2,4,1
FixedPrice,EndedWithSales,853.5,449,2014,2.6,2,16,1
Auction,EndedWithSales,240,280,2012,2.3,4,4,1
FixedPrice,EndedWithSales,754.4,591.18,2012,2.3,4,16,2
Auction,EndedWithSales,120,417,2014,1.4,2,4,1
Auction,EndedWithSales,168,205.5,2014,1.4,2,4,1
StoreInventory,EndedWithSales,130.5,203.99,2014,1.4,2,16,1
Auction,EndedWithSales,240,574.52,2012,2.3,4,16,3
Auction,EndedWithSales,120,407,2014,1.4,2,4,1
FixedPrice,EndedWithSales,0,199.99,2012,2.3,4,10,1
StoreInventory,EndedWithSales,673.1,468,2012,2.3,4,16,1
StoreInventory,EndedWithSales,647.1,404,2012,2.3,4,8,1
FixedPrice,EndedWithSales,53.4,299.99,2014,2.5,2,4,1
FixedPrice,EndedWithSales,223,300,2014,2.6,2,8,1
Auction,EndedWithSales,168,263,2014,2.6,2,8,1
FixedPrice,EndedWithSales,652.1,150,2014,2.6,2,8,1
Auction,EndedWithSales,120,388.5,2014,1.4,2,4,1
FixedPrice,EndedWithSales,15.3,209.99,2014,1.4,2,4,1
Auction,EndedWithSales,168,263,2014,2.6,2,8,1
FixedPrice,EndedWithSales,64.6,200,2014,1.4,2,4,1
FixedPrice,EndedWithSales,14.8,865,2018,3,4,8,2
FixedPrice,EndedWithSales,114.2,379,2014,2.6,2,8,2
Auction,EndedWithSales,120,432,2014,1.4,2,4,1
Auction,EndedWithSales,72,179,2014,1.4,2,4,1
FixedPrice,EndedWithSales,69.3,209.99,2014,1.4,2,4,1
Auction,EndedWithSales,168,192.5,2014,1.4,2,4,1
Auction,EndedWithSales,240,661.01,2014,3,2,16,3
Auction,EndedWithSales,72,977.9,2018,3,4,16,2
FixedPrice,EndedWithSales,1,311.95,2014,2.8,2,8,3
Auction,EndedWithSales,168,634.85,2018,3.6,4,8,2
FixedPrice,EndedWithSales,5.9,515,2014,2.6,2,16,1
FixedPrice,EndedWithSales,4.1,350,2014,2.6,2,8,1
Auction,EndedWithSales,168,595,2014,3,2,16,1
Auction,EndedWithSales,120,403,2014,1.4,2,4,1
StoreInventory,EndedWithSales,122.5,2279.05,2018,3.2,4,64,2
FixedPrice,EndedWithSales,2.4,311.95,2014,2.8,2,8,3
StoreInventory,EndedWithSales,49.7,944,2018,3,4,8,2
StoreInventory,EndedWithSales,7.2,1228,2018,3.2,4,16,2
FixedPrice,EndedWithSales,101.8,218.98,2014,2.5,2,4,1
StoreInventory,EndedWithSales,350.1,220,2012,2.5,2,4,1
StoreInventory,EndedWithSales,5.1,452,2012,2.3,4,16,1
StoreInventory,EndedWithSales,131.9,220,2012,2.5,2,4,1
Auction,EndedWithSales,120,212.5,2012,2.5,2,8,3
FixedPrice,EndedWithSales,2422.7,389.99,2014,2.6,2,8,1
Auction,EndedWithSales,168,274.2,2014,1.4,2,4,1
Auction,EndedWithSales,168,180.5,2012,2.5,2,4,1
FixedPrice,EndedWithSales,315.9,950,2018,3,4,8,2
Auction,EndedWithSales,168,205.51,2014,2.5,2,4,1
FixedPrice,EndedWithSales,497.4,249.99,2014,1.4,2,4,1
Auction,EndedWithSales,168,1375,2018,3.2,4,8,2
FixedPrice,EndedWithSales,297,339.99,2012,2.5,2,16,2
FixedPrice,EndedWithSales,0.2,200,2012,2.5,2,4,1
FixedPrice,EndedWithSales,36.5,200,2012,2.5,2,4,1
FixedPrice,EndedWithSales,413.2,239,2012,2.5,2,8,1
FixedPrice,EndedWithSales,1.7,1221.1,2018,3.2,4,16,2
Auction,EndedWithSales,120,434,2014,1.4,2,4,1
FixedPrice,EndedWithSales,29.2,375,2014,2.6,2,8,2
Auction,EndedWithSales,167.9,272.1,2014,2.8,2,8,1
Auction,EndedWithSales,168,855.65,2018,3,4,8,2
Auction,EndedWithSales,120,438,2014,1.4,2,4,1
Auction,EndedWithSales,168,283.01,2014,2.6,2,8,1
Auction,EndedWithSales,120,285,2014,2.6,2,8,1
StoreInventory,EndedWithSales,1.3,1599,2018,3.2,4,32,2
Auction,EndedWithSales,168,295.7,2014,2.6,2,8,1
StoreInventory,EndedWithSales,93.8,1410.75,2018,3.2,4,64,2
Auction,EndedWithSales,168,131.5,2014,2.6,2,8,1
